id_anonymisé;sexe;usage_vehicule;type_vehicule;est_rouge;points_perdus;age_vehicule;type_conduite;date_demande;formule; âge;enfants;enfants_conduite_accompagne;revenus ;tranche-devis
ID_187;F;Private;z_SUV;no;0;1.0;Highly Urban/ Urban;23/03/2022 18:01;dev_integral;67;non;non;[20k€, 40k€]; [900+€]
ID_188;F;Private;z_SUV;no;0;9.0;Highly Urban/ Urban;24/05/2022 20:26;dev_integral;21;oui;non;[0, 20k€]; [900+€]
ID_189;F;Private;z_SUV;no;0;1.0;Highly Urban/ Urban;05/01/2022 12:35;dev_premium;72;non;non;[0, 20k€]; [900+€]
ID_190;F;Private;Minivan;no;0;11.0;Highly Urban/ Urban;17/05/2022 21:03;dev_vip;13;non;non;[40k€+]; [500-800€]
ID_191;M;Commercial;Van;yes;5;0;Highly Urban/ Urban;30/05/2022 12:05;dev_express;50;non;non;[40k€+]; [200-300€]
ID_192;M;Private;Sports Car;no;3;1.0;Highly Urban/ Urban;25/01/2022 11:38;dev_premium;7;non;non;[20k€, 40k€]; [900+€]
ID_193;F;Private;Sports Car;no;0;7.0;z_Highly Rural/ Rural;30/01/2022 11:59;dev_integral;69;non;non;[40k€+]; [900+€]
ID_194;F;Commercial;Panel Truck;no;1;1.0;Highly Urban/ Urban;04/01/2022 16:07;dev_premium;30;non;non;[40k€+]; [900+€]
ID_195;F;Private;z_SUV;no;0;15.0;Highly Urban/ Urban;11/02/2022 19:58;dev_integral;52;non;non;[40k€+]; [900+€]
ID_196;F;Private;Sports Car;no;3;7.0;Highly Urban/ Urban;07/04/2022 02:19;dev_premium;68;oui;non;[40k€+]; [900+€]
ID_197;F;Private;Minivan;no;4;17.0;Highly Urban/ Urban;09/02/2022 23:54;dev_express;56;oui;non;[40k€+]; [200-300€]
ID_198;M;Commercial;Panel Truck;no;2;13.0;Highly Urban/ Urban;27/04/2022 04:09;dev_express;86;non;non;[40k€+]; [200-300€]
ID_199;F;Private;z_SUV;no;0;4.0;Highly Urban/ Urban;25/05/2022 06:02;dev_integral;51;oui;non;[20k€, 40k€]; [900+€]
ID_200;F;Commercial;Minivan;no;0;0;z_Highly Rural/ Rural;10/02/2022 21:22;dev_express;67;non;non;[20k€, 40k€]; [200-300€]
ID_201;M;Private;Sports Car;yes;9;8.0;Highly Urban/ Urban;14/03/2022 03:24;dev_express;17;non;non;[40k€+]; [200-300€]
ID_202;M;Commercial;Pickup;yes;4;7.0;Highly Urban/ Urban;11/05/2022 10:53;dev_integral;74;non;non;[40k€+]; [900+€]
ID_203;M;Commercial;Minivan;yes;0;1.0;Highly Urban/ Urban;09/04/2022 06:44;dev_premium;65;oui;oui;[40k€+]; [900+€]
ID_204;F;Commercial;z_SUV;no;2;14.0;z_Highly Rural/ Rural;14/04/2022 10:57;dev_premium;78;non;non;[40k€+]; [500-800€]
ID_205;M;Private;Sports Car;no;3;7.0;Highly Urban/ Urban;18/04/2022 10:41;dev_express;84;oui;non;[20k€, 40k€]; [200-300€]
ID_206;M;Commercial;Minivan;yes;0;1.0;Highly Urban/ Urban;23/03/2022 00:19;dev_express;53;non;non;[40k€+]; [200-300€]
ID_207;M;Commercial;Minivan;yes;6;0;Highly Urban/ Urban;09/05/2022 19:49;dev_integral;84;non;non;[40k€+]; [900+€]
ID_208;M;Private;Minivan;no;0;12.0;z_Highly Rural/ Rural;04/02/2022 03:00;dev_express;60;non;non;[20k€, 40k€]; [200-300€]
ID_209;M;Commercial;Panel Truck;yes;1;8.0;Highly Urban/ Urban;19/04/2022 01:02;dev_premium;63;oui;oui;[20k€, 40k€]; [500-800€]
ID_210;F;Private;z_SUV;no;0;5.0;z_Highly Rural/ Rural;03/04/2022 22:13;dev_integral;54;oui;non;[20k€, 40k€]; [900+€]
ID_211;F;Private;Minivan;no;1;8.0;z_Highly Rural/ Rural;18/01/2022 05:21;dev_integral;20;oui;oui;[40k€+]; [200-300€]
ID_212;F;Commercial;Panel Truck;yes;1;16.0;Highly Urban/ Urban;23/03/2022 16:17;dev_express;51;non;non;[40k€+]; [200-300€]
ID_213;F;Private;z_SUV;yes;1;0;Highly Urban/ Urban;02/05/2022 16:43;dev_integral;65;non;non;[40k€+]; [200-300€]
ID_214;F;Commercial;Van;no;1;5.0;Highly Urban/ Urban;19/01/2022 00:38;dev_express;52;non;non;[40k€+]; [200-300€]
ID_215;M;Commercial;Van;no;5;0;Highly Urban/ Urban;15/02/2022 23:41;dev_integral;58;oui;non;[40k€+]; [200-300€]
ID_216;M;Private;z_SUV;no;0;13.0;Highly Urban/ Urban;03/01/2022 06:55;dev_premium;66;non;non;[40k€+]; [500-800€]
ID_217;F;Private;Pickup;yes;2;6.0;Highly Urban/ Urban;27/03/2022 02:40;dev_express;54;oui;non;[20k€, 40k€]; [200-300€]
ID_218;F;Private;z_SUV;no;8;19.0;Highly Urban/ Urban;02/04/2022 14:20;dev_premium;8;non;non;[40k€+]; [900+€]
ID_219;M;Private;Sports Car;no;0;1.0;Highly Urban/ Urban;30/04/2022 22:44;dev_premium;65;non;non;[20k€, 40k€]; [500-800€]
ID_220;M;Private;Minivan;no;1;1.0;z_Highly Rural/ Rural;07/04/2022 11:09;dev_integral;71;oui;oui;[20k€, 40k€]; [900+€]
ID_221;M;Private;Sports Car;no;0;16.0;Highly Urban/ Urban;22/01/2022 06:45;dev_integral;74;oui;non;[40k€+]; [900+€]
ID_222;M;Commercial;Pickup;no;0;18.0;z_Highly Rural/ Rural;07/05/2022 03:05;dev_integral;70;oui;oui;[0, 20k€]; [900+€]
ID_223;F;Private;z_SUV;no;4;3.0;Highly Urban/ Urban;07/01/2022 07:53;dev_premium;31;non;non;[40k€+]; [500-800€]
ID_224;F;Commercial;z_SUV;no;5;5.0;Highly Urban/ Urban;05/01/2022 18:21;dev_integral;5;oui;non;[40k€+]; [900+€]
ID_225;F;Commercial;Minivan;no;0;1.0;Highly Urban/ Urban;13/05/2022 15:01;dev_integral;84;non;non;[20k€, 40k€]; [900+€]
ID_226;M;Private;Minivan;no;4;10.0;Highly Urban/ Urban;11/05/2022 05:29;dev_express;56;non;non;[40k€+]; [200-300€]
ID_227;F;Private;z_SUV;no;3;9.0;Highly Urban/ Urban;29/03/2022 05:23;dev_integral;67;non;non;[20k€, 40k€]; [900+€]
ID_228;M;Private;z_SUV;no;0;3.0;z_Highly Rural/ Rural;12/02/2022 09:30;dev_premium;27;oui;non;[20k€, 40k€]; [900+€]
ID_229;F;Private;Minivan;yes;0;1.0;Highly Urban/ Urban;18/03/2022 03:20;dev_premium;70;non;non;[0, 20k€]; [900+€]
ID_230;F;Private;Pickup;yes;5;1.0;Highly Urban/ Urban;25/01/2022 12:09;dev_express;84;non;non;[20k€, 40k€]; [200-300€]
ID_231;F;Private;z_SUV;no;3;0;Highly Urban/ Urban;11/05/2022 03:18;dev_express;27;non;non;[40k€+]; [200-300€]
ID_232;M;Private;Minivan;yes;0;7.0;Highly Urban/ Urban;04/05/2022 06:00;dev_express;5;oui;oui;[40k€+]; [200-300€]
ID_233;F;Private;Minivan;yes;3;0;Highly Urban/ Urban;22/01/2022 22:28;dev_express;33;non;non;[40k€+]; [200-300€]
ID_234;F;Commercial;z_SUV;no;2;10.0;Highly Urban/ Urban;06/01/2022 14:38;dev_express;44;non;non;[40k€+]; [200-300€]
ID_235;F;Private;z_SUV;no;2;7.0;z_Highly Rural/ Rural;11/04/2022 02:23;dev_integral;69;oui;non;[0, 20k€]; [900+€]
ID_236;M;Private;Pickup;no;0;16.0;Highly Urban/ Urban;22/03/2022 21:40;dev_integral;69;non;non;[40k€+]; [200-300€]
ID_237;F;Commercial;Panel Truck;no;0;15.0;Highly Urban/ Urban;31/03/2022 19:09;dev_premium;38;non;non;[40k€+]; [500-800€]
ID_238;F;Private;z_SUV;no;0;15.0;Highly Urban/ Urban;09/03/2022 15:11;dev_integral;68;non;non;[40k€+]; [200-300€]
ID_239;M;Private;z_SUV;no;5;1.0;Highly Urban/ Urban;07/05/2022 11:43;dev_integral;74;oui;non;[20k€, 40k€]; [200-300€]
ID_240;F;Private;Minivan;yes;3;10.0;Highly Urban/ Urban;24/02/2022 02:03;dev_integral;71;non;non;[40k€+]; [900+€]
ID_241;F;Private;Minivan;no;0;15.0;Highly Urban/ Urban;24/05/2022 09:47;dev_express;44;non;non;[40k€+]; [200-300€]
ID_242;M;Commercial;z_SUV;no;0;7.0;Highly Urban/ Urban;25/02/2022 23:45;dev_express;65;non;non;[40k€+]; [200-300€]
ID_243;F;Commercial;Pickup;yes;0;11.0;Highly Urban/ Urban;29/03/2022 07:38;dev_express;85;non;non;[0, 20k€]; [200-300€]
ID_244;F;Private;Sports Car;no;6;12.0;Highly Urban/ Urban;10/05/2022 14:59;dev_express;80;oui;oui;[40k€+]; [200-300€]
ID_245;M;Private;z_SUV;no;3;5.0;Highly Urban/ Urban;14/05/2022 19:19;dev_integral;12;oui;non;[40k€+]; [200-300€]
ID_246;F;Private;Van;yes;3;12.0;Highly Urban/ Urban;19/01/2022 01:48;dev_integral;87;non;non;[0, 20k€]; [200-300€]
ID_247;M;Commercial;Pickup;no;0;7.0;Highly Urban/ Urban;27/05/2022 14:41;dev_premium;34;oui;oui;[40k€+]; [900+€]
ID_248;M;Commercial;Van;yes;0;1.0;z_Highly Rural/ Rural;13/01/2022 11:51;dev_integral;9;oui;non;[0, 20k€]; [900+€]
ID_249;M;Private;Pickup;yes;0;10.0;Highly Urban/ Urban;08/04/2022 01:47;dev_integral;37;non;non;[20k€, 40k€]; [900+€]
ID_250;F;Private;Minivan;no;2;15.0;Highly Urban/ Urban;26/04/2022 15:04;dev_integral;31;non;non;[40k€+]; [200-300€]
ID_251;M;Private;z_SUV;no;1;20.0;Highly Urban/ Urban;30/01/2022 17:15;dev_integral;18;non;non;[40k€+]; [900+€]
ID_252;F;Commercial;z_SUV;no;5;12.0;z_Highly Rural/ Rural;18/05/2022 05:21;dev_express;37;non;non;[40k€+]; [200-300€]
ID_253;M;Commercial;Minivan;no;3;6.0;Highly Urban/ Urban;27/01/2022 08:09;dev_premium;56;non;non;[40k€+]; [900+€]
ID_254;F;Private;Van;yes;0;18.0;Highly Urban/ Urban;13/02/2022 22:32;dev_express;59;non;non;[40k€+]; [200-300€]
ID_255;M;Private;Minivan;no;0;8.0;Highly Urban/ Urban;26/04/2022 23:23;dev_integral;9;non;non;[20k€, 40k€]; [900+€]
ID_256;M;Commercial;Van;yes;2;0;z_Highly Rural/ Rural;26/05/2022 00:20;dev_premium;62;oui;non;[40k€+]; [900+€]
ID_257;M;Private;Minivan;no;0;16.0;Highly Urban/ Urban;06/02/2022 07:26;dev_integral;59;oui;non;[0, 20k€]; [900+€]
ID_258;F;Private;Minivan;no;0;5.0;Highly Urban/ Urban;05/02/2022 06:43;dev_express;23;oui;oui;[20k€, 40k€]; [200-300€]
ID_259;F;Private;Minivan;yes;0;1.0;z_Highly Rural/ Rural;26/03/2022 06:02;dev_premium;87;non;non;[0, 20k€]; [900+€]
ID_260;F;Commercial;Panel Truck;no;4;10.0;Highly Urban/ Urban;14/02/2022 17:36;dev_express;71;non;non;[40k€+]; [200-300€]
ID_261;F;Commercial;Panel Truck;no;5;8.0;Highly Urban/ Urban;17/04/2022 16:52;dev_integral;10;non;non;[40k€+]; [900+€]
ID_262;F;Commercial;Van;yes;1;9.0;Highly Urban/ Urban;12/02/2022 04:17;dev_express;81;oui;non;[40k€+]; [200-300€]
ID_263;M;Commercial;Pickup;no;0;17.0;Highly Urban/ Urban;20/03/2022 21:08;dev_integral;10;non;non;[40k€+]; [200-300€]
ID_264;M;Commercial;Van;no;7;10.0;Highly Urban/ Urban;24/03/2022 00:32;dev_express;14;non;non;[40k€+]; [200-300€]
ID_265;M;Private;z_SUV;no;4;0;Highly Urban/ Urban;28/05/2022 16:57;dev_integral;78;non;non;[0, 20k€]; [900+€]
ID_266;M;Private;z_SUV;no;1;7.0;Highly Urban/ Urban;27/04/2022 16:49;dev_integral;58;non;non;[40k€+]; [900+€]
ID_267;M;Private;z_SUV;no;1;1.0;z_Highly Rural/ Rural;28/01/2022 09:25;dev_premium;52;non;non;[40k€+]; [900+€]
ID_268;M;Commercial;Panel Truck;no;4;11.0;Highly Urban/ Urban;21/03/2022 10:05;dev_express;16;non;non;[40k€+]; [200-300€]
ID_269;F;Private;z_SUV;no;0;12.0;Highly Urban/ Urban;07/01/2022 09:45;dev_integral;72;non;non;[40k€+]; [900+€]
ID_270;F;Private;Minivan;no;4;13.0;Highly Urban/ Urban;15/05/2022 03:11;dev_premium;60;non;non;[40k€+]; [900+€]
ID_271;F;Commercial;Sports Car;no;4;12.0;Highly Urban/ Urban;09/02/2022 14:04;dev_integral;37;non;non;[40k€+]; [900+€]
ID_272;M;Commercial;Pickup;no;3;13.0;Highly Urban/ Urban;04/02/2022 16:41;dev_express;70;non;non;[40k€+]; [200-300€]
ID_273;F;Commercial;Van;no;3;8.0;Highly Urban/ Urban;30/04/2022 22:43;dev_integral;44;non;non;[40k€+]; [900+€]
ID_274;M;Private;Van;no;0;1.0;Highly Urban/ Urban;06/01/2022 19:41;dev_express;24;non;non;[40k€+]; [200-300€]
ID_275;M;Private;z_SUV;no;2;1.0;Highly Urban/ Urban;12/04/2022 12:00;dev_express;51;oui;non;[40k€+]; [200-300€]
ID_276;F;Commercial;Panel Truck;no;5;10.0;Highly Urban/ Urban;25/04/2022 16:57;dev_express;86;non;non;[40k€+]; [200-300€]
ID_277;M;Commercial;Pickup;no;4;8.0;Highly Urban/ Urban;01/01/2022 07:42;dev_integral;36;oui;oui;[40k€+]; [900+€]
ID_278;M;Commercial;Pickup;yes;5;1.0;Highly Urban/ Urban;16/03/2022 12:46;dev_express;59;non;non;[20k€, 40k€]; [200-300€]
ID_279;M;Commercial;Panel Truck;no;3;20.0;Highly Urban/ Urban;20/03/2022 11:43;dev_integral;25;non;non;[40k€+]; [900+€]
ID_280;M;Private;z_SUV;no;3;2.0;Highly Urban/ Urban;20/01/2022 09:01;dev_integral;74;non;non;[0, 20k€]; [200-300€]
ID_281;M;Private;Minivan;yes;0;12.0;Highly Urban/ Urban;10/05/2022 05:21;dev_integral;59;non;non;[40k€+]; [900+€]
ID_282;M;Private;Sports Car;no;5;11.0;Highly Urban/ Urban;10/01/2022 01:26;dev_premium;7;non;non;[0, 20k€]; [500-800€]
ID_283;F;Private;Sports Car;no;0;12.0;z_Highly Rural/ Rural;28/03/2022 12:26;dev_integral;7;non;non;[40k€+]; [900+€]
ID_284;F;Private;Minivan;yes;4;11.0;Highly Urban/ Urban;13/04/2022 14:44;dev_integral;46;non;non;[20k€, 40k€]; [900+€]
ID_285;F;Private;z_SUV;no;0;1.0;Highly Urban/ Urban;21/02/2022 23:21;dev_integral;87;non;non;[40k€+]; [900+€]
ID_286;F;Private;Pickup;yes;2;1.0;Highly Urban/ Urban;15/01/2022 01:35;dev_integral;19;non;non;[20k€, 40k€]; [900+€]
ID_287;F;Commercial;Pickup;yes;0;10.0;z_Highly Rural/ Rural;25/01/2022 15:18;dev_integral;42;non;non;[20k€, 40k€]; [900+€]
ID_288;M;Private;Minivan;no;2;7.0;Highly Urban/ Urban;18/01/2022 08:22;dev_integral;73;non;non;[0, 20k€]; [900+€]
ID_289;F;Commercial;Panel Truck;yes;0;17.0;Highly Urban/ Urban;15/02/2022 23:56;dev_express;77;non;non;[40k€+]; [200-300€]
ID_290;M;Private;Pickup;no;1;14.0;Highly Urban/ Urban;27/01/2022 03:55;dev_premium;60;oui;non;[40k€+]; [500-800€]
ID_291;M;Private;Pickup;no;4;9.0;Highly Urban/ Urban;18/03/2022 07:40;dev_express;59;non;non;[40k€+]; [200-300€]
ID_292;M;Private;Pickup;no;0;8.0;Highly Urban/ Urban;22/03/2022 07:46;dev_integral;19;non;non;[40k€+]; [900+€]
ID_293;M;Private;Minivan;no;3;0;Highly Urban/ Urban;07/03/2022 03:55;dev_integral;4;non;non;[20k€, 40k€]; [900+€]
ID_294;M;Commercial;Van;yes;0;4.0;Highly Urban/ Urban;18/05/2022 22:10;dev_integral;8;non;non;[40k€+]; [900+€]
ID_295;F;Private;z_SUV;no;1;1.0;Highly Urban/ Urban;01/05/2022 17:43;dev_express;24;oui;non;[20k€, 40k€]; [200-300€]
ID_296;F;Private;z_SUV;no;0;11.0;Highly Urban/ Urban;26/05/2022 22:40;dev_integral;47;oui;non;[40k€+]; [900+€]
ID_297;F;Private;z_SUV;no;6;0;Highly Urban/ Urban;23/04/2022 11:29;dev_premium;14;non;non;[40k€+]; [500-800€]
ID_298;F;Private;Minivan;yes;1;11.0;Highly Urban/ Urban;27/02/2022 02:58;dev_express;91;oui;oui;[40k€+]; [200-300€]
ID_299;F;Private;Pickup;yes;2;10.0;Highly Urban/ Urban;16/04/2022 10:28;dev_integral;69;non;non;[40k€+]; [200-300€]
ID_300;F;Commercial;Panel Truck;no;1;21.0;Highly Urban/ Urban;21/03/2022 00:34;dev_express;21;oui;non;[40k€+]; [200-300€]
ID_301;M;Commercial;Sports Car;no;0;1.0;z_Highly Rural/ Rural;10/05/2022 09:58;dev_integral;46;non;non;[20k€, 40k€]; [200-300€]
ID_302;F;Private;Pickup;no;0;10.0;z_Highly Rural/ Rural;11/04/2022 21:52;dev_integral;4;oui;non;[40k€+]; [200-300€]
ID_303;F;Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;13/05/2022 22:59;dev_express;52;oui;non;[0, 20k€]; [200-300€]
ID_304;F;Private;Minivan;yes;3;1.0;Highly Urban/ Urban;26/05/2022 20:49;dev_integral;71;oui;oui;[0, 20k€]; [900+€]
ID_305;F;Private;Pickup;no;0;10.0;z_Highly Rural/ Rural;03/03/2022 14:18;dev_express;81;non;non;[40k€+]; [200-300€]
ID_306;F;Private;Sports Car;no;0;12.0;Highly Urban/ Urban;26/01/2022 19:37;dev_express;71;non;non;[40k€+]; [200-300€]
ID_307;M;Commercial;Pickup;yes;4;20.0;Highly Urban/ Urban;22/01/2022 01:15;dev_express;11;non;non;[40k€+]; [200-300€]
ID_308;F;Private;z_SUV;no;0;3.0;Highly Urban/ Urban;25/05/2022 07:24;dev_express;74;non;non;[0, 20k€]; [200-300€]
ID_309;F;Private;Minivan;no;0;11.0;Highly Urban/ Urban;03/02/2022 17:35;dev_premium;20;non;non;[40k€+]; [900+€]
ID_310;F;Commercial;Panel Truck;yes;5;19.0;Highly Urban/ Urban;08/01/2022 02:38;dev_express;53;non;non;[40k€+]; [200-300€]
ID_311;F;Commercial;Minivan;no;0;11.0;z_Highly Rural/ Rural;02/05/2022 00:05;dev_express;49;non;non;[0, 20k€]; [200-300€]
ID_312;M;Commercial;Sports Car;yes;0;7.0;Highly Urban/ Urban;18/05/2022 16:18;dev_express;37;non;non;[40k€+]; [200-300€]
ID_313;M;Private;Minivan;no;0;8.0;z_Highly Rural/ Rural;25/05/2022 08:12;dev_premium;40;non;non;[20k€, 40k€]; [900+€]
ID_314;M;Private;Sports Car;no;2;1.0;Highly Urban/ Urban;04/05/2022 10:23;dev_integral;68;oui;oui;[40k€+]; [900+€]
ID_315;F;Private;Pickup;no;2;12.0;Highly Urban/ Urban;16/04/2022 07:28;dev_integral;63;oui;non;[40k€+]; [900+€]
ID_316;M;Private;Minivan;no;0;1.0;Highly Urban/ Urban;17/02/2022 11:37;dev_integral;22;non;non;[0, 20k€]; [900+€]
ID_317;M;Private;Minivan;yes;0;11.0;Highly Urban/ Urban;25/04/2022 08:56;dev_premium;83;non;non;[40k€+]; [900+€]
ID_318;F;Commercial;Panel Truck;no;0;7.0;Highly Urban/ Urban;24/03/2022 18:04;dev_integral;13;non;non;[20k€, 40k€]; [200-300€]
ID_319;F;Private;z_SUV;no;0;5.0;z_Highly Rural/ Rural;24/01/2022 04:40;dev_express;51;oui;non;[0, 20k€]; [200-300€]
ID_320;M;Private;Pickup;yes;0;9.0;z_Highly Rural/ Rural;03/03/2022 06:41;dev_integral;86;oui;oui;[0, 20k€]; [900+€]
ID_321;F;Private;Van;yes;0;14.0;Highly Urban/ Urban;29/01/2022 15:32;dev_integral;63;non;non;[40k€+]; [900+€]
ID_322;F;Private;z_SUV;no;0;4.0;z_Highly Rural/ Rural;29/04/2022 12:31;dev_integral;93;oui;oui;[0, 20k€]; [900+€]
ID_323;F;Private;Sports Car;no;0;6.0;Highly Urban/ Urban;11/01/2022 18:54;dev_integral;75;non;non;[40k€+]; [900+€]
ID_324;F;Commercial;Pickup;no;7;1.0;z_Highly Rural/ Rural;11/05/2022 07:38;dev_express;45;oui;non;[0, 20k€]; [200-300€]
ID_325;F;Private;z_SUV;no;6;1.0;Highly Urban/ Urban;07/05/2022 22:16;dev_express;57;oui;non;[20k€, 40k€]; [200-300€]
ID_326;M;Commercial;Minivan;no;3;1.0;Highly Urban/ Urban;08/02/2022 23:25;dev_express;7;non;non;[40k€+]; [200-300€]
ID_327;F;Private;Minivan;yes;2;19.0;Highly Urban/ Urban;01/02/2022 06:20;dev_integral;74;non;non;[40k€+]; [900+€]
ID_328;F;Commercial;z_SUV;no;3;12.0;Highly Urban/ Urban;10/03/2022 16:31;dev_integral;62;non;non;[20k€, 40k€]; [900+€]
ID_329;F;Private;Minivan;no;1;1.0;Highly Urban/ Urban;08/03/2022 15:24;dev_integral;55;non;non;[40k€+]; [900+€]
ID_330;F;Private;z_SUV;no;1;9.0;z_Highly Rural/ Rural;27/05/2022 17:51;dev_premium;62;non;non;[20k€, 40k€]; [900+€]
ID_331;F;Private;Pickup;yes;2;9.0;Highly Urban/ Urban;07/01/2022 08:08;dev_vip;51;non;non;[40k€+]; [500-800€]
ID_332;M;Private;Minivan;yes;0;1.0;Highly Urban/ Urban;14/02/2022 20:28;dev_express;83;oui;oui;[20k€, 40k€]; [200-300€]
ID_333;M;Private;Sports Car;no;0;4.0;Highly Urban/ Urban;21/02/2022 01:00;dev_express;36;non;non;[20k€, 40k€]; [200-300€]
ID_334;M;Commercial;Van;yes;0;7.0;z_Highly Rural/ Rural;09/04/2022 20:12;dev_integral;54;oui;non;[20k€, 40k€]; [200-300€]
ID_335;F;Commercial;Minivan;no;5;9.0;Highly Urban/ Urban;25/03/2022 02:23;dev_integral;66;oui;non;[40k€+]; [900+€]
ID_336;F;Private;z_SUV;no;0;20.0;Highly Urban/ Urban;31/03/2022 08:06;dev_express;48;oui;non;[40k€+]; [200-300€]
ID_337;M;Private;Sports Car;no;0;15.0;Highly Urban/ Urban;02/02/2022 02:18;dev_integral;18;non;non;[40k€+]; [200-300€]
ID_338;M;Commercial;Pickup;yes;0;7.0;Highly Urban/ Urban;08/05/2022 12:04;dev_integral;51;non;non;[40k€+]; [900+€]
ID_339;M;Commercial;z_SUV;no;0;9.0;Highly Urban/ Urban;04/04/2022 21:09;dev_integral;40;oui;non;[40k€+]; [200-300€]
ID_340;F;Private;Sports Car;no;3;6.0;Highly Urban/ Urban;11/01/2022 12:37;dev_express;32;oui;oui;[0, 20k€]; [200-300€]
ID_341;M;Commercial;Panel Truck;no;4;8.0;Highly Urban/ Urban;22/03/2022 14:39;dev_express;62;oui;non;[40k€+]; [200-300€]
ID_342;M;Commercial;Sports Car;no;0;1.0;Highly Urban/ Urban;30/01/2022 05:24;dev_integral;83;oui;non;[40k€+]; [900+€]
ID_343;M;Private;z_SUV;no;7;1.0;Highly Urban/ Urban;09/05/2022 02:49;dev_integral;36;non;non;[40k€+]; [900+€]
ID_344;M;Commercial;Minivan;no;3;5.0;Highly Urban/ Urban;11/04/2022 20:56;dev_integral;76;non;non;[20k€, 40k€]; [200-300€]
ID_345;M;Commercial;Van;yes;1;8.0;Highly Urban/ Urban;10/01/2022 18:15;dev_integral;57;non;non;[40k€+]; [900+€]
ID_346;M;Private;z_SUV;no;2;0;Highly Urban/ Urban;26/03/2022 19:37;dev_premium;57;non;non;[40k€+]; [900+€]
ID_347;F;Commercial;Panel Truck;no;10;14.0;Highly Urban/ Urban;24/02/2022 04:11;dev_express;24;non;non;[40k€+]; [200-300€]
ID_348;F;Commercial;Panel Truck;no;3;3.0;Highly Urban/ Urban;05/03/2022 20:32;dev_integral;22;oui;non;[40k€+]; [200-300€]
ID_349;F;Private;Minivan;no;0;10.0;Highly Urban/ Urban;30/04/2022 22:26;dev_express;83;non;non;[0, 20k€]; [200-300€]
ID_350;M;Private;Sports Car;no;0;1.0;z_Highly Rural/ Rural;26/01/2022 05:23;dev_integral;36;non;non;[0, 20k€]; [900+€]
ID_351;F;Private;Minivan;no;4;10.0;Highly Urban/ Urban;06/01/2022 03:41;dev_vip;88;oui;oui;[40k€+]; [500-800€]
ID_352;M;Private;Minivan;yes;0;13.0;Highly Urban/ Urban;09/01/2022 12:44;dev_integral;31;non;non;[40k€+]; [900+€]
ID_353;M;Commercial;z_SUV;no;1;1.0;Highly Urban/ Urban;13/01/2022 00:17;dev_integral;69;oui;non;[40k€+]; [900+€]
ID_354;F;Private;Sports Car;no;8;20.0;Highly Urban/ Urban;10/05/2022 08:42;dev_integral;83;non;non;[40k€+]; [900+€]
ID_355;M;Commercial;Panel Truck;no;0;1.0;z_Highly Rural/ Rural;02/03/2022 15:25;dev_integral;81;oui;non;[40k€+]; [900+€]
ID_356;F;Private;Minivan;no;2;18.0;Highly Urban/ Urban;30/01/2022 12:21;dev_express;50;oui;non;[40k€+]; [200-300€]
ID_357;F;Private;z_SUV;no;0;25.0;Highly Urban/ Urban;14/04/2022 07:57;dev_integral;55;non;non;[0, 20k€]; [200-300€]
ID_358;M;Commercial;Panel Truck;yes;0;19.0;Highly Urban/ Urban;29/05/2022 01:33;dev_integral;31;oui;non;[40k€+]; [900+€]
ID_359;M;Private;Pickup;yes;0;17.0;Highly Urban/ Urban;24/05/2022 02:16;dev_express;6;oui;non;[20k€, 40k€]; [200-300€]
ID_360;F;Commercial;Pickup;yes;2;11.0;z_Highly Rural/ Rural;27/01/2022 13:08;dev_integral;54;non;non;[40k€+]; [900+€]
ID_361;F;Private;Van;no;3;13.0;Highly Urban/ Urban;07/05/2022 12:43;dev_express;59;non;non;[40k€+]; [200-300€]
ID_362;M;Commercial;z_SUV;no;0;8.0;z_Highly Rural/ Rural;06/03/2022 05:37;dev_premium;74;oui;non;[20k€, 40k€]; [900+€]
ID_363;M;Commercial;z_SUV;no;1;5.0;Highly Urban/ Urban;06/05/2022 19:28;dev_express;21;oui;non;[40k€+]; [200-300€]
ID_364;F;Private;Minivan;no;0;1.0;z_Highly Rural/ Rural;23/01/2022 05:32;dev_premium;56;oui;non;[40k€+]; [500-800€]
ID_365;M;Commercial;z_SUV;no;3;1.0;Highly Urban/ Urban;21/01/2022 14:17;dev_integral;26;oui;non;[0, 20k€]; [200-300€]
ID_366;M;Private;Minivan;yes;1;0;Highly Urban/ Urban;24/05/2022 23:51;dev_integral;64;oui;non;[0, 20k€]; [900+€]
ID_367;F;Private;Minivan;yes;4;8.0;z_Highly Rural/ Rural;23/04/2022 17:43;dev_integral;42;oui;non;[20k€, 40k€]; [200-300€]
ID_368;F;Private;z_SUV;no;0;9.0;Highly Urban/ Urban;19/02/2022 18:27;dev_express;63;non;non;[40k€+]; [200-300€]
ID_369;F;Private;Minivan;no;0;7.0;z_Highly Rural/ Rural;10/01/2022 09:54;dev_express;70;non;non;[20k€, 40k€]; [200-300€]
ID_370;M;Private;Sports Car;no;0;13.0;Highly Urban/ Urban;26/02/2022 17:17;dev_premium;11;oui;non;[40k€+]; [900+€]
ID_371;F;Private;z_SUV;no;0;10.0;Highly Urban/ Urban;03/01/2022 08:13;dev_express;36;oui;oui;[0, 20k€]; [200-300€]
ID_372;M;Private;Minivan;yes;0;0;Highly Urban/ Urban;27/01/2022 16:05;dev_integral;62;non;non;[0, 20k€]; [900+€]
